,lon,lat
0,-6.4353753278927295,36.99719392956534
1,-6.435369737214046,36.99719312497231
2,-6.435364143208005,36.99719241939699
3,-6.43535854598338,36.99719180960192
4,-6.435352945646741,36.99719129241526
5,-6.4353473423024665,36.9971908647303
6,-6.435341736052768,36.997190523504976
7,-6.435336126997722,36.997190265760715
8,-6.435330515235324,36.99719008858092
9,-6.43532490086155,36.99718998910908
10,-6.435319283970433,36.99718996454654
11,-6.435313664654152,36.99719001214981
12,-6.435308043003136,36.99719012922758
13,-6.435302419106169,36.99719031313742
14,-6.435296793050518,36.99719056128217
15,-6.435291164922057,36.99719087110599
16,-6.435285534805411,36.997191240090345
17,-6.435279902784101,36.99719166574955
18,-6.43527572539804,36.997192022073605
19,-6.435274268995578,36.99719214399319
20,-6.4352686336485885,36.99719266860938
21,-6.435262996669244,36.997193241796374
22,-6.4352573581382,36.997193861153924
23,-6.43525171813573,36.99719452429305
24,-6.435246076741901,36.99719522883092
25,-6.435241788020216,36.99719579427467
26,-6.4352404341179845,36.997195969968566
27,-6.435234790542064,36.99719673943097
28,-6.435229145840538,36.99719754238368
29,-6.435223500093768,36.99719837643524
30,-6.435217853382681,36.99719923917735
31,-6.435214817297701,36.99719971709487
32,-6.435212205985708,36.9972001223249
33,-6.4352065580360405,36.99720102191461
34,-6.43520090939062,36.99720194220308
35,-6.43519526013304,36.99720288070285
36,-6.435190432629157,36.997203695823494
37,-6.4351896104174395,36.99720383282731
38,-6.435183960679206,36.99720478562122
39,-6.435178310602889,36.99720574847084
40,-6.4351726602759705,36.99720671877317
41,-6.435167009787449,36.99720769387993
42,-6.435167002242292,36.99720769518032
43,-6.43516135973843,36.997208655905126
44,-6.435155709719915,36.99720961701858
45,-6.435150059822848,36.99721057451427
46,-6.4351444101403095,36.99721152562265
47,-6.435143413745535,36.99721169111381
48,-6.4351387611876785,36.99721245500865
49,-6.435133112729884,36.99721336966702
50,-6.435127464772337,36.99721426943673
51,-6.435121817410498,36.99721515147757
52,-6.4351184886060935,36.99721565814142
53,-6.4351161709394935,36.997216007008205
54,-6.435110525532676,36.997216830870855
55,-6.435104881001424,36.99721762867801
56,-6.435099237439849,36.99721839762964
57,-6.435093594941462,36.99721913494354
58,-6.43509023019678,36.997219553090375
59,-6.4350879537658265,36.997219832896896
60,-6.435082314064712,36.997220486974044
61,-6.4350766756799045,36.99722110188291
62,-6.435071038695721,36.99722167511491
63,-6.435065403193389,36.99722220425349
64,-6.435059769250426,36.99722268699252
65,-6.4350541369399865,36.9972231211557
66,-6.435052375471004,36.997223240534105
67,-6.4350485065047485,36.99722349952263
68,-6.435042877884476,36.99722382388603
69,-6.435037251055055,36.997224094963734
70,-6.435031626064644,36.99722431132316
71,-6.435026002953895,36.997224471755146
72,-6.435020381755331,36.997224575292385
73,-6.435014762492774,36.99722462122649
74,-6.435009145180823,36.99722460912344
