yyyy,mm,day,HH_UTC,MM,zm,d,z0,u_mean,L,sigma_v,u_star,wind_dir
2019,1,16,13,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,13,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,14,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,14,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,15,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,15,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,16,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,16,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,17,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,17,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,18,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,18,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,19,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,19,30,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
2019,1,16,20,0,30.0,13.33,,3.183202336050614,-112.38,2.566865695360552,0.695,219.05
