,lon,lat
0,-6.434653081708469,36.99829121135641
1,-6.434647496008332,36.99829025653915
2,-6.4346419004531725,36.998289594893194
3,-6.434636295530555,36.998289211912585
4,-6.434630681641883,36.99828909565467
5,-6.434625059099925,36.998289236813505
6,-6.434619428125129,36.998289628829546
7,-6.434613788840535,36.99829026804101
8,-6.434611486159732,36.99829063101428
9,-6.4346081418705285,36.99829113587231
10,-6.434602487269705,36.998292230697764
11,-6.434596824464228,36.998293569586046
12,-6.434592684573565,36.99829473035647
13,-6.434591153670042,36.99829514611173
14,-6.4345854756961645,36.99829693620713
15,-6.434579883324626,36.99829895946495
16,-6.434579788761224,36.99829899286165
17,-6.434574094920008,36.99830125494926
18,-6.434569642042595,36.99830324393659
19,-6.434568391769944,36.9983037939382
20,-6.434562680446507,36.99830657604952
21,-6.43456084359259,36.99830755961167
22,-6.434556960030289,36.998309628631084
23,-6.434553076482494,36.99831189759109
24,-6.434551229622772,36.99831297840914
25,-6.43454609112848,36.99831625247722
26,-6.434545488735788,36.99831663990306
27,-6.434539759476932,36.99832062150075
28,-6.434539736541613,36.9983206377327
29,-6.434533982841617,36.998325002527494
30,-6.434533971718622,36.99832501120959
31,-6.434528687648184,36.99832939396627
32,-6.43452819219512,36.99832982195691
33,-6.434523823120079,36.998333794718995
34,-6.434522394705323,36.998335167117204
35,-6.43451936056471,36.998338204165165
36,-6.434516573985412,36.998341203266584
37,-6.434515294121644,36.9983426221781
38,-6.434511611697836,36.998347048496285
39,-6.43451072020391,36.99834822285089
40,-6.4345082874202735,36.998351482560174
41,-6.434505383100807,36.99835592570667
42,-6.434504809913623,36.998356923329965
43,-6.434502827570037,36.99836037639655
44,-6.434500702845942,36.99836483640372
45,-6.4344990334861025,36.998369306259306
46,-6.43449874084801,36.9983703467343
47,-6.434497751137342,36.99837378448502
48,-6.434496930442765,36.99837827269524
49,-6.43449659574022,36.99838277141633
50,-6.434496755657254,36.99838728083489
51,-6.4344974248004645,36.99839180126685
52,-6.4344979539981555,36.9983937525328
53,-6.434498552083545,36.99839633160729
54,-6.434500111633554,36.99840087129667
55,-6.4345021803717,36.99840542199856
56,-6.434503125148613,36.99840703880843
57,-6.434504630541876,36.9984099809499
58,-6.434507468351399,36.9984145482849
59,-6.434508446262846,36.99841586426866
60,-6.434510597867411,36.99841912192874
61,-6.4345138108022475,36.99842339802411
62,-6.434514017094395,36.99842370183824
63,-6.43451753154254,36.99842828380705
64,-6.434519197110303,36.998430284271
65,-6.434521173827268,36.99843286854055
66,-6.434524587246074,36.99843705668499
67,-6.434524896418897,36.99843745501077
68,-6.434528742618456,36.99844204415422
69,-6.434529990321195,36.99844344422613
70,-6.434532821646536,36.998446638333
71,-6.434535408338436,36.99844938731674
72,-6.434537189551518,36.9984512387593
73,-6.434540843230884,36.99845482845145
74,-6.434541927431011,36.998455847187
75,-6.43454629511722,36.99845976409711
76,-6.434547126766295,36.99846046559457
77,-6.434551761950592,36.99846425513778
78,-6.434552867401913,36.998465095708745
79,-6.434557241330122,36.99846837298936
80,-6.434559218855023,36.99846973903292
81,-6.434562731624959,36.99847216616228
82,-6.43456625560178,36.998474397177695
83,-6.4345682315997355,36.99847567140302
84,-6.434573739511553,36.99847894055568
85,-6.434573979815045,36.998479070189944
86,-6.4345792520118525,36.998482073228644
87,-6.434582423685352,36.99848375876572
88,-6.434584767292919,36.998485123195316
89,-6.434590284778223,36.998488107605276
90,-6.434590989910079,36.99848844998707
91,-6.434595801296523,36.9984911207938
92,-6.434599834519704,36.9984931472284
93,-6.434601321249657,36.99849403181833
94,-6.434606844676909,36.99849683950956
95,-6.434609252416062,36.99849785686742
96,-6.434612374889475,36.99849944536752
97,-6.434617918627469,36.998501648889565
98,-6.434621303533372,36.99850262345355
99,-6.4346234784640375,36.99850337352842
100,-6.434629057203554,36.99850453585773
101,-6.434634659138692,36.99850500817694
102,-6.434640283696655,36.99850480752089
103,-6.434645930437687,36.99850394696692
104,-6.434648744679972,36.99850321691099
105,-6.434651596570093,36.99850250955756
106,-6.434657280605958,36.99850053955128
107,-6.434660830201813,36.998498972317144
108,-6.434662982685352,36.99849803277767
109,-6.434668700541267,36.99849505667192
110,-6.434669388798127,36.99849465144787
111,-6.434674432773474,36.99849165288511
112,-6.434676482745491,36.998490298903185
113,-6.434680180324337,36.9984877933805
114,-6.43468272787153,36.998485928001315
115,-6.434685943171647,36.998483478815515
116,-6.4346883452350765,36.99848154352306
117,-6.434691722333636,36.998478678896184
118,-6.43469345771967,36.998477148125986
119,-6.434697519704742,36.99847333726238
120,-6.434698136849516,36.99847274335695
121,-6.43470244529902,36.99846833057137
122,-6.434703338978332,36.998467344038026
123,-6.434706420713503,36.99846391058344
124,-6.434709185108679,36.998460551835706
125,-6.434710063937234,36.99845948341144
126,-6.434713427928013,36.99845505020067
127,-6.43471506772421,36.99845267421672
128,-6.434716506572367,36.99845061081891
129,-6.434719322873712,36.998446165763696
130,-6.434721003415496,36.998443217624285
131,-6.4347218763132865,36.998441715023795
132,-6.434724204751832,36.99843725941802
133,-6.434726271613028,36.99843279815538
134,-6.4347270341708445,36.99843093294367
135,-6.434728127193027,36.99842833232357
136,-6.434729766431218,36.99842386181318
