,lon,lat
0,-6.434890356592243,36.997917449706556
1,-6.43488476818573,36.997916576117305
2,-6.434879174666321,36.997915854646514
3,-6.434873576412121,36.997915274044146
4,-6.434867973778151,36.9979148237471
5,-6.434862367097956,36.99791449383114
6,-6.4348567566852655,36.99791427496197
7,-6.434851142835627,36.997914158345864
8,-6.434845525828086,36.9979141356804
9,-6.434839905926816,36.99791419910573
10,-6.434834283382712,36.99791434115686
11,-6.434828658434951,36.9979145547177
12,-6.434823031312456,36.99791483297717
13,-6.434817402235279,36.99791516938829
14,-6.4348117714158475,36.9979155576308
15,-6.434806139060084,36.99791599157804
16,-6.4348028446911165,36.99791626864104
17,-6.434800505576454,36.997916459077956
18,-6.434794871285758,36.99791695058626
19,-6.434789236085315,36.99791746915767
20,-6.43478360015622,36.99791800940444
21,-6.434777963675255,36.997918566067156
22,-6.434772326814718,36.99791913401984
23,-6.434766689741962,36.99791970828364
24,-6.434764385183935,36.997919942907984
25,-6.434761052995805,36.99792027282892
26,-6.434755416617005,36.99792082644312
27,-6.434749780488137,36.99792137261971
28,-6.43474414474002,36.99792190746692
29,-6.434738509492221,36.99792242742778
30,-6.434732874851053,36.99792292933963
31,-6.434727240907411,36.9979234104985
32,-6.434724949014245,36.997923596041396
33,-6.43472160805721,36.99792385912638
34,-6.43471597622708,36.9979242774061
35,-6.434710345225958,36.99792467102193
36,-6.434704715059457,36.99792503980701
37,-6.434699085708128,36.997925384340085
38,-6.43469345712606,36.997925705987114
39,-6.434687829239919,36.997926006929866
40,-6.434682201948513,36.997926290178846
41,-6.4346765751229364,36.99792655956888
42,-6.43467094860735,36.99792681973617
43,-6.434669239400918,36.997926897230904
44,-6.434665322459764,36.997927068955036
45,-6.434659696338794,36.997927317381176
46,-6.434654069920029,36.997927574665404
47,-6.434648442965982,36.997927847872475
48,-6.4346428152248185,36.997928144494004
49,-6.4346371864338225,36.9979284723452
50,-6.434631556322975,36.99792883945841
51,-6.434625924618525,36.99792925397697
52,-6.43462029104644,36.99792972405252
53,-6.434614955254027,36.99793022922215
54,-6.434614655366381,36.99793025683434
55,-6.434609017887893,36.997930843113615
56,-6.4346033778142235,36.99793150659172
57,-6.434597734905883,36.99793225439252
58,-6.434592088935718,36.99793309327267
59,-6.434586439690421,36.997934029577024
60,-6.434586004909451,36.99793410908135
61,-6.434580787904715,36.99793504144858
62,-6.434575132630917,36.99793615707823
63,-6.434569473629732,36.99793738358358
64,-6.434566083780041,36.99793818420874
65,-6.434563811268988,36.99793871002194
66,-6.434558145766316,36.99794012991877
67,-6.434552476250627,36.99794166918596
68,-6.434550152872391,36.99794234562995
69,-6.434546803547267,36.997943303270894
70,-6.434541127393611,36.99794503998536
71,-6.434536487896519,36.99794655605491
72,-6.434535447414479,36.997946890489004
73,-6.434529764753068,36.99794882077454
74,-6.434524284888108,36.99795079809679
75,-6.434524078038218,36.99795087162909
76,-6.43451838910361,36.997952988505624
77,-6.434513107165496,36.99795506231172
78,-6.434512696265353,36.997955221494045
79,-6.434507001372472,36.99795751559106
80,-6.434502668251089,36.997959342504195
81,-6.434501303064481,36.99795991126618
82,-6.434495602582212,36.99796237160818
83,-6.434492780261592,36.99796363461093
84,-6.434489899467148,36.99796491025586
85,-6.434484193788568,36.99796752514794
86,-6.4344833200935945,36.997967935969626
87,-6.434478486504016,36.99797018780032
88,-6.434474208154813,36.99797224485898
89,-6.434472776638878,36.99797292720388
90,-6.434467065136838,36.99797571528707
91,-6.434465373676252,36.99797655974848
92,-6.4344613519829394,36.99797855249431
93,-6.43445677232921,36.99798087967947
94,-6.43445563670959,36.99798145273449
95,-6.434449920170471,36.99798439061334
96,-6.434448366294241,36.997985203834006
97,-6.434444202233534,36.99798737005864
98,-6.4344401327241,36.997989531718034
99,-6.43443848248099,36.99799040349751
100,-6.434432761327833,36.997993478585336
101,-6.434432055366038,36.997993862980046
102,-6.434427039233113,36.99799658166695
103,-6.434424112278445,36.99799819714551
104,-6.43442131546923,36.997999734385104
105,-6.4344163100870295,36.998002534357795
106,-6.434415590073353,36.99800293563389
107,-6.4344098636726965,36.998006166756106
108,-6.4344086272054115,36.99800687414999
