date,Tmed,Tmin,Tmax,Osc.,Prec.,TH,PAcum,TS
2020-03-02,-0.5685416666666647,-2.430000000000007,1.3100000000000023,3.740000000000009,0.06041666666666667,-0.8096641027184436,968.9499999999999,-2.2900000000000205
2020-03-03,-1.4539583333333315,-2.8000000000000114,1.3100000000000023,4.110000000000014,0.008333333333333333,-1.6663979848964576,983.8458333333333,-1.490000000000009
2020-03-04,-1.8006250000000001,-3.1100000000000136,-0.009999999999990905,3.1000000000000227,0.11041666666666666,-2.062383294369171,985.0729166666666,-2.759999999999991
2020-03-05,0.43458333333333243,-0.3199999999999932,1.1100000000000136,1.4300000000000068,0.0375,0.009840399599854388,973.5770833333332,0.75
2020-03-06,-0.7818749999999982,-2.6999999999999886,2.1999999999999886,4.899999999999977,0.05208333333333334,-1.8511854117844952,976.6645833333333,-2.3799999999999955
2020-03-07,-0.215208333333333,-3.819999999999993,3.509999999999991,7.329999999999984,0.0,-1.7418317032624593,985.9187499999999,-3.3899999999999864
2020-03-08,0.4091666666666664,-2.9499999999999886,3.5400000000000205,6.490000000000009,0.0,-0.8192939987774585,984.5666666666666,-2.569999999999993
2020-03-09,3.1006249999999986,1.8500000000000227,4.149999999999977,2.2999999999999545,0.004166666666666667,2.2182030055182884,979.96875,2.6000000000000227
2020-03-10,1.8045833333333299,0.8999999999999773,2.7799999999999727,1.8799999999999955,0.08958333333333333,1.6613006812238496,974.4499999999999,1.9499999999999886
2020-03-11,1.003124999999996,-0.040000000000020464,1.829999999999984,1.8700000000000045,0.14166666666666666,0.8630771615506573,961.6354166666666,1.410000000000025
2020-03-12,0.6416666666666728,-0.14999999999997726,2.6100000000000136,2.759999999999991,0.05833333333333334,0.2971995151339106,954.0270833333334,-0.13999999999998636
2020-03-13,-2.020000000000001,-6.5,-0.060000000000002274,6.439999999999998,0.02291666666666667,-3.257765675644356,962.0354166666666,-0.7099999999999795
2020-03-14,-5.274375000000004,-8.230000000000018,-1.8999999999999773,6.330000000000041,0.0,-7.441911194211041,983.5375,-6.889999999999986
2020-03-15,-1.39979166666667,-8.339999999999975,4.069999999999993,12.409999999999968,0.060416666666666674,-3.2609637802614295,982.9333333333334,-2.990000000000009
2020-03-16,1.0568749999999991,-3.019999999999982,2.9399999999999977,5.9599999999999795,0.12083333333333333,-1.0690656460011552,980.4770833333333,0.9399999999999977
2020-03-17,-0.560625000000004,-5.699999999999989,2.9399999999999977,8.639999999999986,0.029166666666666664,-2.0868408892999164,985.8979166666667,-2.410000000000025
2020-03-18,3.086250000000001,0.160000000000025,5.480000000000018,5.319999999999993,0.052083333333333336,1.8904678254190344,977.6583333333333,2.4399999999999977
2020-03-19,1.6683333333333341,-0.6200000000000045,5.170000000000016,5.7900000000000205,0.0,0.21350104159971459,981.0520833333334,-0.11000000000001364
2020-03-20,-3.232083333333333,-5.519999999999982,-0.4800000000000182,5.039999999999964,0.0,-6.046399536917492,995.6520833333334,-4.930000000000007
2020-03-21,-2.754583333333334,-6.2099999999999795,1.1499999999999773,7.359999999999957,0.010416666666666666,-5.312032630336407,1003.4770833333333,-4.160000000000025
2020-03-22,-2.0524999999999998,-6.410000000000025,1.660000000000025,8.07000000000005,0.0,-5.346893407008742,1011.5166666666668,-3.5500000000000114
2020-03-23,-0.26729166666666515,-3.9700000000000273,3.5,7.470000000000027,0.0,-2.632985126914966,1007.0041666666666,-1.3500000000000227
2020-03-24,2.512708333333336,-0.9800000000000182,7.3700000000000045,8.350000000000023,0.0,-0.7040318333893877,997.7145833333334,0.6000000000000227
