TIMESTAMP_START,TIMESTAMP_END,FC,FC_SSITC_TEST,TA,RH,VPD,USTAR,MO_LENGTH,WS,WS_MAX,WD,V_SIGMA,SW_IN,FC_0,FC_1,FC_2
2020-10-01 03:00:00,2020-10-01 03:30:00,1.34167,0.0,292.119,70.2316,650.614,0.206132,26.3808,2.69654,4.46594,114.56,0.40204602,0.0,1.34167,1.34167,1.34167
2020-10-01 03:30:00,2020-10-01 04:00:00,0.0760338,1.0,291.95,70.7719,632.078,0.161313,21.7749,2.16435,3.98797,118.821,0.29199606,0.0,-9999.0,0.0760338,0.0760338
2020-10-01 04:00:00,2020-10-01 04:30:00,0.802814,0.0,291.577,70.1685,630.271,0.1567,20.0218,2.19379,4.32584,111.447,0.33983967,0.0,0.802814,0.802814,0.802814
2020-10-01 04:30:00,2020-10-01 05:00:00,0.533261,0.0,291.161,69.5299,627.18,0.0831701,6.55673,1.69506,2.73422,88.273,0.3570308,0.0,0.533261,0.533261,0.533261
2020-10-01 05:00:00,2020-10-01 05:30:00,1.03794,1.0,290.872,68.9781,627.059,0.0647636,3.3311,1.84625,2.71649,69.5525,0.39641392,0.0,-9999.0,1.03794,1.03794
2020-10-01 05:30:00,2020-10-01 06:00:00,1.07554,0.0,291.052,68.0357,653.444,0.138972,11.3754,2.21356,3.70224,72.6987,0.35384178,0.0,1.07554,1.07554,1.07554
2020-10-01 06:00:00,2020-10-01 06:30:00,1.76936,0.0,290.837,67.2884,659.769,0.218947,35.6519,2.78098,4.58116,84.9788,0.45872867,201.33,1.76936,1.76936,1.76936
2020-10-01 06:30:00,2020-10-01 07:00:00,0.590783,0.0,290.716,66.4675,671.182,0.199493,38.4358,2.36963,4.13747,91.6703,0.45733905,402.66,0.590783,0.590783,0.590783
2020-10-01 07:00:00,2020-10-01 07:30:00,0.782428,1.0,291.315,65.671,713.53,0.184556,60.6688,2.00342,3.99985,120.25,0.38245392,536.5033333333333,-9999.0,0.782428,0.782428
2020-10-01 07:30:00,2020-10-01 08:00:00,-0.239492,1.0,292.469,63.7382,810.031,0.246625,-70.4428,2.45502,5.41631,124.28,0.4627429,670.3466666666667,-9999.0,-0.239492,-0.239492
2020-10-01 08:00:00,2020-10-01 08:30:00,-0.0609851,0.0,294.13,57.5657,1050.5,0.319686,-50.2629,3.41178,6.7658,128.463,0.66259336,686.6633333333334,-0.0609851,-0.0609851,-0.0609851
2020-10-01 08:30:00,2020-10-01 09:00:00,-0.403925,0.0,295.735,50.1718,1360.65,0.357672,-44.3979,3.97495,6.7072,129.162,0.8150117,702.98,-0.403925,-0.403925,-0.403925
2020-10-01 09:00:00,2020-10-01 09:30:00,-1.30909,0.0,297.208,44.9291,1643.63,0.304765,-17.3125,3.39638,7.09364,145.918,1.1475016,847.835,-1.30909,-1.30909,-1.30909
2020-10-01 09:30:00,2020-10-01 10:00:00,-1.25549,0.0,298.275,42.0085,1844.75,0.196847,-4.09281,2.62819,6.59725,149.55,1.0254463,992.69,-1.25549,-1.25549,-1.25549
2020-10-01 10:00:00,2020-10-01 10:30:00,-2.09187,0.0,299.575,38.4061,2116.26,0.227809,-4.47635,2.09299,6.06749,131.52,1.2927761,1013.1583333333333,-2.09187,-2.09187,-2.09187
2020-10-01 10:30:00,2020-10-01 11:00:00,-1.9006,0.0,301.13,33.9565,2485.68,0.327485,-13.0501,2.45928,7.21513,125.755,1.3390108,1033.6266666666668,-1.9006,-1.9006,-1.9006
2020-10-01 11:00:00,2020-10-01 11:30:00,-2.73512,0.0,302.285,31.6169,2752.06,0.261243,-5.85199,2.60197,7.18022,148.631,1.3234991,1015.71,-2.73512,-2.73512,-2.73512
2020-10-01 11:30:00,2020-10-01 12:00:00,-3.46033,0.0,303.261,29.9671,2981.16,0.234731,-4.11699,1.7267,5.67736,137.74,1.1566287,997.7933333333334,-3.46033,-3.46033,-3.46033
2020-10-01 12:00:00,2020-10-01 12:30:00,-3.83978,0.0,304.395,26.436,3341.12,0.315395,-11.2956,1.41132,5.96644,126.728,1.1374489,989.2766666666665,-3.83978,-3.83978,-3.83978
2020-10-01 12:30:00,2020-10-01 13:00:00,-3.44914,0.0,305.157,27.3712,3444.16,0.350203,-12.0413,2.40135,8.06962,150.544,1.4592601,980.76,-3.44914,-3.44914,-3.44914
2020-10-01 13:00:00,2020-10-01 13:30:00,-4.54338,0.0,305.179,33.4693,3158.32,0.538518,-40.0878,4.15978,9.74758,75.8903,1.440899,947.7466666666666,-4.54338,-4.54338,-4.54338
2020-10-01 13:30:00,2020-10-01 14:00:00,-3.44554,0.0,304.534,37.915,2841.37,0.51205,-36.1965,6.14454,10.7613,62.3866,1.2754607,914.7333333333332,-3.44554,-3.44554,-3.44554
2020-10-01 14:00:00,2020-10-01 14:30:00,-3.67828,0.0,303.867,39.7069,2656.49,0.592361,-57.2606,6.87476,12.2486,73.6545,1.5319204,906.985,-3.67828,-3.67828,-3.67828
2020-10-01 14:30:00,2020-10-01 15:00:00,-3.76403,0.0,303.096,43.3941,2386.19,0.608711,-63.6545,6.65001,11.6024,76.0787,1.377984,899.2366666666667,-3.76403,-3.76403,-3.76403
2020-10-01 15:00:00,2020-10-01 15:30:00,-2.82394,0.0,302.251,45.8029,2176.17,0.619692,-93.9997,6.97245,11.645,76.8976,1.2453233,800.6783333333333,-2.82394,-2.82394,-2.82394
2020-10-01 15:30:00,2020-10-01 16:00:00,-1.45562,0.0,301.489,48.9212,1962.29,0.623105,-138.049,7.42515,12.4692,72.1438,1.1682252,702.12,-1.45562,-1.45562,-1.45562
2020-10-01 16:00:00,2020-10-01 16:30:00,-1.30002,0.0,301.187,51.0513,1847.65,0.558288,-104.181,6.75738,11.8448,76.4469,1.2173003,587.9583333333334,-1.30002,-1.30002,-1.30002
2020-10-01 16:30:00,2020-10-01 17:00:00,-1.06866,0.0,301.203,52.1778,1806.78,0.57505,-131.099,6.94991,12.0303,72.1559,1.1590816,473.79666666666674,-1.06866,-1.06866,-1.06866
2020-10-01 17:00:00,2020-10-01 17:30:00,-0.437302,0.0,300.912,53.5454,1725.59,0.489828,-143.914,6.13194,11.3755,71.4015,0.9990936,236.8983333333333,-0.437302,-0.437302,-0.437302
2020-10-01 17:30:00,2020-10-01 18:00:00,0.3553,2.0,300.235,56.878,1539.53,0.420439,-424.729,4.85056,9.61849,68.3482,0.79624367,0.0,-9999.0,-9999.0,0.3553
2020-10-01 18:00:00,2020-10-01 18:30:00,0.702899,0.0,299.81,58.4761,1445.9,0.352596,237.213,4.03545,7.40441,68.2104,0.6470371,0.0,0.702899,0.702899,0.702899
2020-10-01 18:30:00,2020-10-01 19:00:00,0.518985,0.0,299.457,59.8879,1368.04,0.290861,115.183,3.52882,6.4779,75.1269,0.6030133,0.0,0.518985,0.518985,0.518985
2020-10-01 19:00:00,2020-10-01 19:30:00,0.752835,0.0,299.107,61.0132,1302.44,0.254981,57.8649,3.07379,5.23777,77.1313,0.43246385,0.0,0.752835,0.752835,0.752835
2020-10-01 19:30:00,2020-10-01 20:00:00,0.420737,0.0,298.495,62.379,1212.06,0.159375,23.4075,2.347,3.99195,70.1436,0.3323101,0.0,0.420737,0.420737,0.420737
2020-10-01 20:00:00,2020-10-01 20:30:00,0.502811,0.0,297.769,64.0264,1109.91,0.114673,9.72782,2.03597,3.28993,83.4442,0.28049564,0.0,0.502811,0.502811,0.502811
2020-10-01 20:30:00,2020-10-01 21:00:00,1.00316,0.0,297.407,61.8871,1150.78,0.146271,11.2975,2.08503,3.5989,95.3632,0.37324524,0.0,1.00316,1.00316,1.00316
2020-10-01 21:00:00,2020-10-01 21:30:00,0.873151,0.0,296.65,57.9023,1214.76,0.150246,11.0654,2.38682,3.96744,103.479,0.3101967,0.0,0.873151,0.873151,0.873151
2020-10-01 21:30:00,2020-10-01 22:00:00,0.451849,0.0,295.822,56.2479,1200.9,0.0932444,6.17546,1.97641,3.33393,86.6212,0.30740005,0.0,0.451849,0.451849,0.451849
2020-10-01 22:00:00,2020-10-01 22:30:00,0.646156,0.0,295.271,55.7911,1173.52,0.0802679,2.97729,2.02578,3.2537,78.4758,0.22295515,0.0,0.646156,0.646156,0.646156
2020-10-01 22:30:00,2020-10-01 23:00:00,0.736445,0.0,294.791,55.863,1137.85,0.11383,6.87256,2.23794,3.23038,87.8234,0.27617458,0.0,0.736445,0.736445,0.736445
2020-10-01 23:00:00,2020-10-01 23:30:00,0.798035,0.0,294.502,55.479,1127.59,0.137436,10.8984,2.40386,3.56932,84.5062,0.31933993,0.0,0.798035,0.798035,0.798035
2020-10-01 23:30:00,2020-10-02 00:00:00,0.58144,0.0,294.395,55.4828,1120.17,0.167249,17.8226,2.60597,4.15202,87.6,0.353846,0.0,0.58144,0.58144,0.58144
2020-10-02 00:00:00,2020-10-02 00:30:00,0.590216,0.0,294.286,56.5054,1087.09,0.151553,16.0604,2.12799,3.47957,77.3186,0.43191317,0.0,0.590216,0.590216,0.590216
2020-10-02 00:30:00,2020-10-02 01:00:00,0.371956,0.0,294.471,56.5712,1097.85,0.155407,15.9233,2.06472,4.04167,77.3273,0.48552755,0.0,0.371956,0.371956,0.371956
2020-10-02 01:00:00,2020-10-02 01:30:00,0.894023,0.0,295.025,55.2807,1169.43,0.251366,39.8638,3.20492,5.44142,103.642,0.5640168,0.0,0.894023,0.894023,0.894023
2020-10-02 01:30:00,2020-10-02 02:00:00,0.319225,0.0,294.61,56.6784,1104.52,0.270711,60.1888,3.21289,5.97984,115.582,0.6511958,0.0,0.319225,0.319225,0.319225
2020-10-02 02:00:00,2020-10-02 02:30:00,0.551245,0.0,294.468,57.7245,1068.45,0.182241,24.1198,2.41439,4.37815,94.5956,0.3813817,0.0,0.551245,0.551245,0.551245
2020-10-02 02:30:00,2020-10-02 03:00:00,0.429651,1.0,295.014,56.7602,1129.95,0.216901,43.3698,2.81039,6.35188,79.8938,0.7536438,0.0,-9999.0,0.429651,0.429651
2020-10-02 03:00:00,2020-10-02 03:30:00,0.703627,0.0,295.385,56.6062,1159.87,0.242892,48.6227,2.89584,5.26141,82.0223,0.48916972,0.0,0.703627,0.703627,0.703627
2020-10-02 03:30:00,2020-10-02 04:00:00,0.894209,0.0,295.333,57.2612,1138.78,0.240575,50.5746,2.74962,5.40268,83.9905,0.47327265,0.0,0.894209,0.894209,0.894209
2020-10-02 04:00:00,2020-10-02 04:30:00,0.458936,0.0,295.029,58.8395,1076.58,0.149118,20.334,2.11501,4.60263,66.044,0.5470192,0.0,0.458936,0.458936,0.458936
2020-10-02 04:30:00,2020-10-02 05:00:00,0.507236,0.0,294.974,59.8842,1045.71,0.130543,12.8446,1.95616,4.66845,66.4282,0.33561137,0.0,0.507236,0.507236,0.507236
2020-10-02 05:00:00,2020-10-02 05:30:00,0.773004,0.0,295.387,59.3168,1087.54,0.184924,25.5977,2.48166,4.40724,62.1778,0.38732415,0.0,0.773004,0.773004,0.773004
2020-10-02 05:30:00,2020-10-02 06:00:00,0.412739,1.0,296.023,57.2569,1187.56,0.202447,57.1339,2.72345,5.27626,61.4843,0.4212149,0.0,-9999.0,0.412739,0.412739
2020-10-02 06:00:00,2020-10-02 06:30:00,0.572249,0.0,297.116,54.4589,1351.48,0.309733,137.513,3.90419,7.12886,55.9568,0.6517883,165.69333333333338,0.572249,0.572249,0.572249
2020-10-02 06:30:00,2020-10-02 07:00:00,0.718465,0.0,297.368,55.9658,1326.61,0.372552,239.947,4.48051,8.26322,51.0718,0.79069716,331.38666666666666,0.718465,0.718465,0.718465
2020-10-02 07:00:00,2020-10-02 07:30:00,0.478923,0.0,297.847,55.0037,1395.06,0.377074,1235.55,4.97117,8.9326,62.0027,0.800035,457.60833333333335,0.478923,0.478923,0.478923
2020-10-02 07:30:00,2020-10-02 08:00:00,0.15948,2.0,298.158,55.7293,1398.15,0.405287,-902.179,5.05886,9.81342,57.5928,0.8872587,583.83,-9999.0,-9999.0,0.15948
2020-10-02 08:00:00,2020-10-02 08:30:00,0.164484,0.0,298.422,57.0237,1378.75,0.516727,-418.451,6.37638,11.9563,56.0895,1.1577306,674.0616666666667,0.164484,0.164484,0.164484
2020-10-02 08:30:00,2020-10-02 09:00:00,-0.478825,0.0,298.963,56.026,1456.79,0.577497,-223.539,7.11441,13.0086,56.6753,1.3956468,764.2933333333334,-0.478825,-0.478825,-0.478825
2020-10-02 09:00:00,2020-10-02 09:30:00,-2.31559,0.0,299.67,55.0716,1551.76,0.672361,-143.53,8.15172,14.7556,60.8291,1.4138565,868.1683333333334,-2.31559,-2.31559,-2.31559
2020-10-02 09:30:00,2020-10-02 10:00:00,-3.05275,0.0,300.063,54.7922,1597.93,0.727255,-161.51,8.38003,15.3675,63.6999,1.5557925,972.0433333333334,-3.05275,-3.05275,-3.05275
2020-10-02 10:00:00,2020-10-02 10:30:00,-1.8508,0.0,300.207,54.8999,1607.59,0.682131,-145.581,8.36247,14.6411,62.3353,1.5420344,1000.2433333333332,-1.8508,-1.8508,-1.8508
2020-10-02 10:30:00,2020-10-02 11:00:00,-3.17228,0.0,300.972,53.0379,1750.58,0.759588,-149.28,9.00236,15.9913,63.3292,1.601184,1028.4433333333334,-3.17228,-3.17228,-3.17228
2020-10-02 11:00:00,2020-10-02 11:30:00,-2.08136,0.0,300.537,55.1679,1629.22,0.785657,-209.194,10.057,17.6068,70.5874,1.726815,1026.7616666666668,-2.08136,-2.08136,-2.08136
2020-10-02 11:30:00,2020-10-02 12:00:00,-4.48271,0.0,299.599,62.3598,1294.4,0.754974,-245.932,8.54755,15.6073,68.0097,1.4901879,1025.0800000000004,-4.48271,-4.48271,-4.48271
2020-10-02 12:00:00,2020-10-02 12:30:00,-4.24334,0.0,300.514,57.803,1531.24,0.787039,-151.424,10.1659,18.1375,68.0914,1.7973258,1024.8266666666668,-4.24334,-4.24334,-4.24334
2020-10-02 12:30:00,2020-10-02 13:00:00,-4.99658,0.0,301.715,53.7797,1798.84,0.858358,-136.19,10.3486,20.5679,67.4985,1.7936416,1024.5733333333335,-4.99658,-4.99658,-4.99658
2020-10-02 13:00:00,2020-10-02 13:30:00,-4.99338,0.0,301.537,54.1865,1764.73,0.874377,-158.346,10.6055,19.4033,70.8101,1.9847192,1012.0716666666667,-4.99338,-4.99338,-4.99338
2020-10-02 13:30:00,2020-10-02 14:00:00,-5.12295,0.0,300.954,55.7832,1646.43,0.787993,-208.865,9.65067,17.7486,84.5364,1.926258,999.57,-5.12295,-5.12295,-5.12295
2020-10-02 14:00:00,2020-10-02 14:30:00,12.4917,2.0,299.694,60.3727,1370.42,0.737114,-560.904,7.53666,15.7035,91.7452,1.9611833,971.9666666666667,-9999.0,-9999.0,12.4917
2020-10-02 14:30:00,2020-10-02 15:00:00,-1.35561,0.0,298.709,63.9291,1176.91,0.696228,-291.611,7.69734,14.5047,82.2651,1.4749848,944.3633333333332,-1.35561,-1.35561,-1.35561
2020-10-02 15:00:00,2020-10-02 15:30:00,-1.53732,0.0,300.345,53.6928,1664.06,0.590071,-107.996,7.05731,13.6288,86.2873,1.37506,855.1616666666665,-1.53732,-1.53732,-1.53732
2020-10-02 15:30:00,2020-10-02 16:00:00,-1.50624,0.0,301.61,45.769,2098.33,0.677303,-169.247,8.07083,14.7016,87.4463,1.5550596,765.96,-1.50624,-1.50624,-1.50624
2020-10-02 16:00:00,2020-10-02 16:30:00,-1.37426,0.0,301.264,44.0659,2121.21,0.611839,-240.272,6.88848,13.0769,93.2957,1.543645,681.0866666666667,-1.37426,-1.37426,-1.37426
2020-10-02 16:30:00,2020-10-02 17:00:00,-0.131943,0.0,301.035,40.8897,2212.19,0.502659,-477.791,5.82207,10.9821,124.981,1.2820686,596.2133333333334,-0.131943,-0.131943,-0.131943
2020-10-02 17:00:00,2020-10-02 17:30:00,0.0849738,0.0,300.652,38.2248,2260.91,0.481551,-428.269,6.23251,11.9559,124.176,1.2769026,298.1066666666667,0.0849738,0.0849738,0.0849738
2020-10-02 17:30:00,2020-10-02 18:00:00,0.491704,1.0,299.905,38.8222,2143.08,0.471961,749.266,5.10449,10.1326,132.919,1.0916455,0.0,-9999.0,0.491704,0.491704
2020-10-02 18:00:00,2020-10-02 18:30:00,0.535304,0.0,298.792,39.4375,1986.71,0.391878,144.836,4.4283,10.1974,133.558,0.76990455,0.0,0.535304,0.535304,0.535304
2020-10-02 18:30:00,2020-10-02 19:00:00,0.39597,0.0,298.164,37.5454,1973.83,0.320679,98.2227,3.83824,8.04898,128.861,0.57046473,0.0,0.39597,0.39597,0.39597
2020-10-02 19:00:00,2020-10-02 19:30:00,0.178673,0.0,297.968,35.6346,2010.62,0.25753,56.2117,3.37684,6.70229,133.393,0.55279565,0.0,0.178673,0.178673,0.178673
2020-10-02 19:30:00,2020-10-02 20:00:00,0.20194,0.0,296.43,37.7954,1771.78,0.160068,11.2616,2.56978,6.07165,140.317,0.43433627,0.0,0.20194,0.20194,0.20194
2020-10-02 20:00:00,2020-10-02 20:30:00,-0.726937,2.0,295.204,40.62,1570.09,0.138069,-348.488,2.68841,5.24653,138.535,0.39416367,0.0,-9999.0,-9999.0,-0.726937
2020-10-02 20:30:00,2020-10-02 21:00:00,0.0533935,1.0,293.789,44.1005,1355.32,0.116978,11.3325,2.37294,3.48925,117.738,0.5895074,0.0,-9999.0,0.0533935,0.0533935
2020-10-02 21:00:00,2020-10-02 21:30:00,1.30271,0.0,292.69,46.5523,1210.71,0.185713,13.3901,2.74169,5.24846,99.0813,0.46103904,0.0,1.30271,1.30271,1.30271
